Sat Dec  8 10:44:46 2012    dbscan-9375.profile

         3325826313 function calls (3146135898 primitive calls) in 14862.432 seconds

   Ordered by: file name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       50    0.000    0.000    0.000    0.000 {_ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha512}
      102    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
       15    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      156    0.000    0.000    0.000    0.000 {min}
        2    0.001    0.000    0.001    0.000 {posix.popen}
        6    0.003    0.001    0.006    0.001 {method 'sub' of '_sre.SRE_Pattern' objects}
       62    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        8    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
   533344    0.487    0.000    0.487    0.000 {method 'append' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {fcntl.fcntl}
        2    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
       55    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        2    0.000    0.000    0.000    0.000 {posix.uname}


[Finished in 0.2s]
